class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,2.72,x,t,n,f,s,c,p,4.69,7.7,,,w,,n,t,z,,d,u
p,1.54,x,g,y,f,d,d,n,1.79,2.3,,s,n,,,f,f,,d,a
e,8.9,p,y,n,t,e,,p,9.11,17.59,,y,w,,,t,l,,d,a
e,6.54,x,t,n,f,p,d,y,6.89,13.02,,s,n,,,f,f,,h,u
p,8.74,f,y,u,f,s,c,y,7.86,16.68,,y,e,,,f,f,,d,a
e,8.53,f,s,u,f,a,c,w,4.18,15.95,,,w,,,f,f,,d,u
p,4.32,x,,e,f,x,,w,4.91,6.58,,,w,,,f,f,,d,u
p,5.71,c,k,y,t,x,c,p,6.46,12.78,,,w,,,f,f,,g,u
p,1.31,x,g,n,f,d,d,n,1.53,2.3,,s,n,,,f,f,,h,a
p,2.05,f,i,l,f,a,,p,4.31,2.68,,,w,,,f,f,p,g,a
p,0.99,b,t,y,f,,c,k,4.28,2.77,,,n,,,t,f,,g,a
p,5.15,x,,e,f,,c,w,3.24,13.41,,,y,,,f,f,,d,a
e,10.07,x,s,n,t,p,,n,8.28,18.19,,,n,,w,t,p,,d,u
e,9.76,f,e,b,f,,c,b,4.73,20.85,,,w,,,t,f,,d,a
p,3.71,x,k,w,f,s,,p,4.24,3.04,,,n,,,f,f,p,g,u
e,6.97,x,,p,f,x,c,w,5.97,13.8,,s,w,,,f,f,,d,u
e,3.82,f,g,n,f,a,d,g,5.0,3.04,,s,n,,,f,f,,d,w
p,7.83,x,t,e,f,x,d,w,6.62,17.33,b,,w,,,f,f,,d,a
e,6.3,x,h,g,f,a,d,n,6.41,5.37,,t,w,,,t,l,,d,a
p,8.42,x,h,r,f,,c,w,11.0,14.94,,,w,u,w,t,p,,d,a
e,1.01,x,g,n,t,a,,w,5.44,1.06,,,n,,,f,f,,d,a
e,2.78,f,h,n,f,,c,k,4.85,5.67,,s,w,,w,f,f,k,d,a
p,2.49,s,d,w,f,d,d,w,3.48,2.49,,h,w,,,f,f,,g,a
p,2.11,b,,n,f,a,,g,5.28,2.06,,s,g,,,f,f,,d,a
e,9.55,x,h,n,f,p,d,y,7.87,12.74,,s,n,,,f,f,,h,u
e,6.45,x,h,n,f,a,d,n,5.0,4.65,,t,g,,,t,l,,d,w
p,5.37,x,e,e,f,a,,g,8.06,9.37,,,y,,w,t,z,,d,a
p,7.69,f,,r,f,x,c,y,6.05,11.49,,,w,,,f,f,,d,u
e,7.27,f,s,b,f,d,d,o,6.14,13.56,,,w,,,f,f,,m,a
p,5.57,b,k,n,f,d,c,y,4.82,5.99,,i,y,,,t,,,d,u
p,1.99,f,t,n,f,,,n,7.23,2.98,,,y,,,f,f,,g,u
e,16.7,f,s,y,f,a,d,w,10.46,16.84,,i,n,,,t,,w,d,a
p,0.94,x,g,w,f,a,d,w,2.58,1.61,,,e,,,f,f,,d,u
e,11.32,f,s,w,f,e,c,k,17.47,12.85,,s,w,,,t,e,,g,u
e,11.17,f,e,b,f,,c,b,4.9,20.4,,,w,,,t,f,,d,a
e,7.46,f,,b,f,d,c,y,2.16,12.23,,,w,,,f,f,,d,w
e,3.47,f,h,n,f,,c,n,6.24,6.34,,s,w,,w,f,f,k,d,a
p,8.23,f,,r,f,x,c,n,6.87,12.7,,,w,,,f,f,,d,a
e,11.24,x,s,n,f,e,c,p,7.97,10.51,,i,n,,,f,f,p,d,a
p,3.47,s,d,w,f,a,d,p,4.02,2.9,,h,w,,,f,f,,g,u
e,8.54,x,s,n,f,e,c,p,6.42,9.62,,i,n,,,f,f,p,d,a
e,4.16,x,t,n,f,d,,o,6.29,8.03,,t,w,,,f,f,,d,a
e,1.53,f,g,n,t,a,,w,6.05,1.09,,,n,,,f,f,,d,u
e,1.55,c,g,n,f,a,,g,4.57,1.33,,,g,,,f,f,,l,a
p,7.47,f,y,e,f,s,c,y,7.82,17.05,,y,u,,,f,f,,d,a
p,7.67,s,t,n,f,x,c,y,5.2,16.22,,,y,,,f,f,,d,a
e,3.85,f,y,g,f,s,,w,4.37,6.68,,,w,,,f,f,,d,u
p,5.72,b,k,n,f,a,c,n,5.36,6.06,,i,y,,,t,,,d,u
p,5.8,p,y,n,f,,,k,9.03,12.46,,s,w,,,t,z,,d,s
p,6.21,x,h,n,f,x,,w,15.75,8.12,r,g,n,,,f,f,,d,u
p,4.4,x,s,n,f,s,,n,4.88,6.01,,y,n,,,f,f,,d,w
p,4.29,x,,p,f,,c,g,2.7,11.57,,,y,,,f,f,,d,a
e,0.71,b,g,w,f,,,g,2.6,1.48,,,w,,,f,f,,d,s
p,2.73,f,,u,f,a,c,w,3.01,3.25,,i,u,,,f,f,,p,a
p,7.9,x,w,p,f,s,c,p,4.55,10.7,,,p,,,f,f,,d,w
e,5.71,x,h,n,f,x,c,n,4.52,6.11,,s,n,,,t,r,,d,u
e,13.13,s,,w,t,d,c,w,6.86,27.13,,,w,,,f,f,,d,a
p,3.32,x,y,y,f,a,,w,5.8,3.74,,y,y,,,t,r,,g,u
p,10.2,f,,n,f,x,c,w,9.58,12.08,r,i,w,,,f,f,,d,a
e,10.12,x,,n,t,,,w,10.93,15.76,b,,w,u,w,t,g,,d,a
p,4.05,x,y,n,f,a,,w,5.39,3.53,,y,y,,,t,r,,h,u
p,6.93,x,,w,f,x,c,w,8.51,9.88,r,i,w,,,f,f,,h,a
p,2.98,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,s
p,4.1,f,k,w,f,s,,p,4.11,3.57,,,n,,,f,f,p,g,a
p,1.99,p,t,n,f,a,c,n,5.37,2.09,,t,y,,,t,e,,m,s
p,4.13,x,s,y,f,a,c,y,6.24,7.29,,g,o,,,f,f,,g,u
p,0.66,f,,o,f,d,,o,3.81,1.05,,,y,,,f,f,w,g,u
e,6.04,f,s,n,f,s,c,w,5.21,9.53,b,i,w,,,f,f,,m,u
p,11.14,x,e,y,t,p,,o,9.01,38.85,,,u,,,f,f,,d,a
e,8.35,s,t,w,t,d,c,o,5.8,16.2,,,w,,,f,f,,d,u
p,3.77,c,i,y,f,,c,n,6.14,7.36,,,w,,,f,f,,d,a
e,8.46,s,t,p,t,d,c,o,6.35,18.24,,,w,,,f,f,,d,u
e,13.38,p,s,n,t,e,,g,9.4,17.22,s,,w,,,t,r,,m,a
e,3.74,x,,y,f,a,c,y,3.8,9.99,,,w,,,f,f,,d,a
e,6.89,x,y,n,f,e,c,p,5.42,9.8,,y,n,,,f,f,,d,u
e,6.85,s,,y,f,a,c,w,6.39,11.17,,,g,,,f,f,,d,a
p,4.34,x,s,r,t,s,d,r,4.86,15.95,r,i,n,,,f,f,,d,u
e,17.22,p,d,n,f,p,,w,16.81,37.11,s,y,w,,,f,f,,d,u
e,3.51,b,g,w,f,x,d,w,4.74,2.84,,,y,,,f,f,,g,u
p,11.2,x,t,n,f,a,d,w,11.85,29.9,,,w,,,f,f,,d,a
e,1.12,f,g,n,t,a,,p,5.18,0.93,,,n,,,f,f,,d,a
p,1.32,f,s,y,f,f,f,f,3.44,5.48,,,y,,,f,f,,d,a
p,11.99,x,k,w,t,d,d,w,6.53,24.42,,,w,,,f,f,,d,u
e,5.79,x,h,n,f,x,c,w,4.92,5.9,,s,n,,,t,r,,d,a
e,11.44,f,y,n,f,,,w,26.87,20.68,s,,n,,,t,m,,m,u
e,7.21,f,h,k,f,s,d,w,5.68,10.48,,s,g,,,f,f,,d,a
e,8.28,f,,n,t,,,w,11.43,14.76,b,,w,u,w,t,g,,d,u
p,1.64,o,k,n,f,,,n,3.35,1.34,,,n,,,f,f,,d,w
p,3.36,x,,n,f,x,c,p,7.47,3.99,,,p,,,f,f,,l,u
e,3.58,s,,y,f,f,f,f,6.3,7.48,,,y,,,f,f,,d,a
p,15.4,f,g,e,f,e,,w,16.93,17.25,s,y,w,u,w,t,g,,d,w
e,7.08,f,h,k,f,s,d,g,5.16,10.0,,s,g,,,f,f,,d,a
e,22.83,x,w,n,f,p,,w,16.9,70.92,,,n,,,f,f,,d,a
p,5.88,x,e,e,f,a,,n,9.08,10.57,,,n,,w,t,z,,d,a
p,6.64,x,s,r,t,s,d,w,5.87,16.0,r,y,n,,,f,f,,d,u
e,2.59,x,,b,f,,d,w,5.26,4.03,,,w,,,f,f,,d,w
p,0.95,b,t,y,f,,c,k,3.17,2.28,,,n,,,t,f,,m,a
p,9.73,s,t,p,t,d,c,p,7.44,13.91,,,p,,,t,f,,d,u
p,7.69,b,t,w,f,e,c,w,12.43,12.96,,y,w,u,w,t,e,,d,u
p,3.38,f,w,o,t,d,c,n,3.18,5.74,,,n,,,f,f,,d,a
p,7.21,c,k,w,t,x,c,y,7.42,13.25,,,w,,,f,f,,g,s
p,6.26,x,,g,f,d,c,w,5.73,10.47,b,,n,,,f,f,,l,a
e,16.79,x,y,n,t,e,,w,10.26,19.43,,,w,,,t,,,g,a
p,5.88,b,d,n,f,d,c,n,5.33,6.1,,i,y,,,t,,,d,a
p,5.73,c,e,y,t,x,c,p,6.44,12.48,,,w,,,f,f,,g,a
e,14.19,x,e,n,f,d,c,w,7.03,25.02,s,,w,,,f,f,,d,a
e,2.3,f,y,n,f,d,d,p,5.94,3.16,,i,n,,,f,f,,h,u
p,3.41,o,,k,f,f,f,f,4.01,16.46,,g,g,,,f,f,,d,u
p,3.18,s,w,o,t,d,c,n,4.06,6.64,,,n,,,f,f,,d,u
e,6.34,x,,p,f,x,c,w,6.59,15.74,,s,w,,,f,f,,d,a
p,1.48,b,h,n,f,a,,n,5.11,1.49,,t,n,,,f,f,,g,s
e,0.92,x,g,e,t,a,,w,5.94,1.03,,,n,,,f,f,,d,u
p,10.98,x,,n,f,x,c,w,10.62,12.03,r,i,w,,,f,f,,h,u
e,4.8,x,y,g,f,s,,y,5.36,9.37,,,w,,,f,f,,d,a
e,1.13,b,g,w,f,,,g,2.63,1.42,,,w,,,f,f,,d,a
e,7.33,x,s,w,f,s,c,w,7.03,28.99,,,w,,,f,f,,d,s
p,3.98,b,s,y,f,,c,k,7.21,6.3,,,y,u,w,t,z,r,d,a
p,10.75,o,,e,f,f,f,f,2.88,25.29,,g,n,,,f,f,,d,u
p,11.3,x,k,w,t,d,d,n,6.38,29.15,,,w,,,f,f,,d,w
p,3.3,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u
e,4.34,x,t,o,f,p,,n,5.26,12.96,,,n,,,f,f,,d,u
e,6.61,f,s,n,f,x,c,w,6.56,9.04,,s,n,,,f,f,,l,w
p,0.71,x,g,y,f,,,y,3.58,0.81,,,w,,,f,f,,d,a
p,5.79,s,,n,t,d,c,w,5.45,5.99,,,e,,,f,f,,d,u
p,3.7,o,s,g,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,s
p,7.56,x,t,n,f,s,,g,5.91,8.37,,y,n,,,f,f,,d,a
e,6.15,x,s,b,f,d,d,b,5.29,11.24,,,w,,,f,f,,g,a
e,8.06,f,,y,f,a,c,w,6.53,16.47,,,w,,,f,f,,d,w
p,8.77,x,,n,t,x,,n,8.69,17.86,s,,g,,u,f,f,,d,a
p,3.07,f,y,e,f,e,c,w,4.94,3.47,,k,w,,,t,e,,d,u
e,7.27,x,,w,f,e,,w,6.06,12.76,b,,y,u,y,t,g,,d,u
e,10.18,x,i,n,t,e,,p,8.58,16.93,,y,w,,,t,p,,l,a
e,16.34,p,y,w,f,,,w,26.5,20.46,s,,n,,,t,m,,m,u
p,7.36,b,s,g,f,,,g,11.1,12.33,,s,w,,,t,z,,d,u
e,21.7,p,d,e,f,p,,w,15.94,35.46,s,y,w,,,f,f,,d,a
e,3.99,f,g,n,f,a,d,g,6.45,3.75,,s,n,,,f,f,,d,w
p,4.76,s,d,y,f,d,c,o,3.0,6.05,,,y,,,f,f,,d,a
p,8.62,s,h,g,t,d,,g,4.72,12.85,,t,g,,,f,f,,d,a
p,6.99,f,d,n,f,d,c,y,5.7,6.17,,i,n,,,t,,,d,a
p,0.9,x,g,n,f,a,,p,4.31,1.14,,s,k,,,f,f,,d,w
p,2.48,f,,u,f,a,c,w,2.98,3.17,,i,w,,,f,f,,p,a
e,17.91,p,d,n,f,p,,w,16.64,35.94,s,y,w,,,f,f,,d,u
e,7.54,x,,g,f,a,,w,6.16,13.66,,,g,,,f,f,,g,a
e,10.66,f,e,b,f,,c,b,5.1,19.52,,,w,,,t,f,,d,a
e,16.02,f,,g,f,d,c,w,2.98,20.02,,,w,,,f,f,,d,a
e,3.11,x,k,n,f,p,,y,4.69,10.4,,,n,,,f,f,,d,a
p,11.27,x,t,n,f,a,d,w,11.92,34.01,,,w,,,f,f,,d,a
e,1.59,c,g,n,f,a,,w,5.18,1.68,,,g,,,f,f,,l,a
p,13.39,x,e,y,f,a,,o,11.68,22.04,r,,y,,,t,r,n,d,a
p,16.15,s,k,w,t,d,d,n,5.87,30.55,,,w,,,f,f,,d,w
p,11.55,x,e,n,t,p,,e,7.84,28.61,,,u,,,f,f,,d,u
e,4.12,x,d,n,f,p,,n,4.87,11.11,,,n,,,f,f,,d,a
e,7.28,f,,y,f,a,c,w,5.84,16.44,,,g,,,f,f,,d,a
p,4.57,f,h,e,f,x,d,w,4.31,14.75,b,,w,,,f,f,,d,u
e,5.31,f,,y,f,x,c,g,6.76,4.16,,,w,,,f,f,,d,a
p,5.62,f,d,e,t,d,c,y,5.38,9.28,,,e,,,f,f,,d,u
p,1.54,b,h,n,f,a,,n,4.55,1.42,,t,n,,,f,f,,h,u
e,4.49,x,,n,f,x,c,n,8.11,8.44,b,,n,,w,t,,,g,u
e,8.43,x,h,n,t,p,,y,9.55,22.99,,,n,,,f,f,,d,a
p,7.02,f,,y,f,x,c,n,5.92,10.27,,,w,,,f,f,,d,u
p,10.66,x,e,y,t,p,,o,8.03,27.42,,,u,,,f,f,,d,u
e,4.02,f,t,n,f,d,,o,6.12,7.42,,t,o,,,f,f,,d,a
e,4.72,x,h,n,f,a,d,n,5.12,4.54,,t,w,,,t,l,,d,w
p,1.48,x,,n,f,,,k,5.17,2.57,,s,n,,,f,f,k,g,u
e,6.49,f,i,n,f,e,c,p,3.63,11.26,,,w,,,t,l,,w,a
e,17.63,p,y,n,f,,,w,27.67,18.45,s,,n,,,t,m,,d,u
p,14.81,x,h,e,f,e,,w,18.52,18.29,s,y,w,u,w,t,p,,d,w
e,4.65,f,g,n,f,a,d,g,6.16,4.11,,s,n,,,f,f,,d,w
e,1.13,x,w,n,f,,d,k,4.82,2.41,,,w,,,f,f,,d,w
e,6.44,b,h,g,f,s,d,g,4.55,8.93,,s,g,,,f,f,,d,a
p,6.2,f,w,p,f,s,c,p,4.64,9.47,,,p,,,f,f,,d,w
e,3.94,f,h,n,f,,c,k,5.68,6.36,,s,w,,w,f,f,k,d,u
p,1.58,b,,g,f,a,,g,4.76,1.8,,s,g,,,f,f,,d,a
p,7.57,x,y,w,t,,,w,8.34,14.38,s,,w,,,t,l,,d,a
p,5.72,x,i,e,f,e,,g,5.77,7.13,,,o,,,f,f,,m,a
e,11.14,s,s,y,f,x,,n,8.12,23.95,,,w,,,f,f,,d,w
e,5.81,o,l,n,f,f,f,f,6.76,48.18,,,n,,,f,f,g,l,w
p,10.76,x,,n,f,e,,w,10.84,14.69,,,w,u,w,t,e,,d,a
e,5.93,x,y,n,f,e,c,w,4.29,8.75,,y,n,,,f,f,,d,u
e,10.5,x,s,u,f,x,,n,5.94,22.9,,,w,,,f,f,,d,a
e,3.76,s,l,n,f,f,f,f,6.0,42.73,,,n,,,f,f,g,l,u
p,3.6,x,k,n,f,s,,p,3.76,2.79,,,n,,,f,f,p,g,a
p,3.69,x,,y,f,x,,w,4.47,6.06,,,w,,,f,f,,d,u
p,3.13,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,w
p,7.93,o,e,o,f,,c,y,1.69,15.01,,,n,,,f,f,,d,a
e,6.6,x,y,n,f,e,c,w,4.94,9.49,,y,n,,,f,f,,d,a
e,46.12,o,y,y,f,p,,y,5.82,30.93,,k,n,,,f,f,,d,u
e,7.09,x,d,e,t,p,,r,6.04,13.44,,,e,,,f,f,,d,u
e,10.41,f,e,b,f,,c,b,4.91,19.98,,,w,,,t,f,,d,a
e,5.7,c,,n,f,f,f,f,5.52,20.28,,,n,,,f,f,,d,s
e,4.61,f,y,n,f,s,,y,4.51,7.74,,,w,,,f,f,,d,u
e,5.13,x,y,w,f,e,c,p,4.21,11.61,,,w,,w,t,e,,m,u
p,1.47,b,h,n,f,a,,n,4.93,1.38,,t,n,,,f,f,,h,u
e,1.45,x,s,n,f,a,,w,6.01,2.09,,t,y,,,f,f,,h,u
e,6.24,x,h,n,f,p,d,y,6.04,12.38,,s,n,,,f,f,,g,a
p,6.22,s,d,n,t,d,c,n,6.9,9.12,,,n,,,f,f,,d,a
p,6.81,x,e,e,f,a,,n,9.22,11.43,,,n,,w,t,z,,d,a
e,4.67,b,g,w,f,x,d,w,5.42,3.48,,,y,,,f,f,,g,u
p,5.86,c,k,y,t,x,c,p,6.83,12.87,,,w,,,f,f,,g,a
p,3.59,o,,w,f,f,f,f,4.84,28.68,,g,w,,,t,f,,d,u
p,2.19,b,g,o,f,,c,n,6.5,3.42,,,n,,,f,f,,m,a
p,4.01,o,,w,f,f,f,f,6.3,32.15,,g,w,,,t,f,,d,a
e,6.27,x,h,g,f,a,d,n,6.75,5.62,,t,g,,,t,l,,d,a
p,0.69,x,g,e,f,a,,n,3.95,1.02,,h,k,,,f,f,,d,s
p,2.02,b,,g,f,a,,g,5.6,2.15,,s,n,,,f,f,,d,u
p,9.47,x,,w,f,x,c,w,10.92,12.2,r,i,w,,,f,f,,d,a
e,5.57,x,s,b,f,x,c,w,6.98,9.95,,s,n,,,f,f,,l,a
p,6.45,b,s,o,f,e,,k,7.3,8.7,,,k,,,f,f,,g,u
p,8.36,f,y,u,f,s,c,y,7.15,17.39,,y,y,,,f,f,,d,a
p,1.9,p,t,n,f,a,c,n,4.66,2.32,,t,y,,,t,e,,m,s
p,4.22,b,y,p,f,e,c,n,4.66,3.58,,k,w,,,t,e,,m,u
e,7.76,x,,n,f,a,,w,7.2,13.13,,,g,,,f,f,,g,u
p,12.74,x,h,g,f,s,,p,7.15,17.86,,i,n,,,f,f,,d,u
p,8.46,f,y,u,f,s,c,y,8.35,15.85,,y,u,,,f,f,,d,a
p,7.4,b,y,n,f,,,k,14.08,16.9,,,w,,,f,f,,d,a
p,5.12,x,t,n,f,a,c,n,4.72,6.86,,y,o,,,t,z,,d,w
e,8.57,x,s,n,f,e,c,w,7.88,10.31,,i,n,,,f,f,p,d,w
e,18.25,x,t,k,f,a,d,k,7.31,23.51,,,w,,,f,f,w,d,w
e,9.13,f,e,b,f,,c,b,5.03,18.74,,,w,,,t,f,,d,a
p,9.12,f,y,u,f,s,c,y,7.49,15.8,,y,e,,,f,f,,d,a
p,6.66,x,d,n,f,d,c,y,5.42,6.25,,i,n,,,t,,,d,u
p,7.05,s,t,r,t,d,,w,4.21,10.91,,t,n,,,f,f,,d,u
p,8.52,x,i,y,f,a,c,k,8.21,8.3,,i,n,,k,t,z,k,g,a
p,4.55,x,s,n,t,s,d,w,5.7,14.1,r,i,n,,,f,f,,d,a
p,7.22,f,t,e,f,x,,w,11.01,6.95,r,g,n,,,f,f,,d,a
e,5.42,x,h,n,f,e,,w,12.44,12.27,,s,w,u,w,f,f,,d,u
e,7.84,x,,w,f,e,,w,6.46,13.64,b,,y,u,w,t,g,,d,u
p,1.27,s,s,y,f,f,f,f,3.98,5.65,,,y,,,f,f,,d,a
p,7.1,f,,y,f,x,c,n,6.01,10.65,,,w,,,f,f,,d,u
e,1.28,c,g,n,f,a,,w,4.67,1.41,,,g,,,f,f,,l,u
p,7.83,f,,w,f,x,c,w,8.79,11.2,r,i,w,,,f,f,,d,a
p,1.43,x,g,n,f,d,d,n,1.74,2.27,,s,n,,,f,f,,h,u
p,3.39,f,w,u,f,a,c,g,6.92,7.05,,s,u,,,f,f,,d,a
e,4.03,x,h,n,f,x,c,w,3.44,4.5,,s,n,,,t,r,,d,w
e,6.11,x,t,g,f,a,d,n,6.09,5.23,,t,w,,,t,l,,d,a
e,9.41,x,h,n,t,p,,y,8.13,17.23,,,n,,w,t,p,,d,a
e,1.54,x,w,n,f,,d,k,4.9,2.52,,,w,,,f,f,,g,u
e,9.56,x,i,n,t,e,,p,9.03,17.65,,y,w,,,t,p,,d,a
p,2.8,o,,g,f,f,f,f,4.75,16.06,,g,g,,,f,f,,d,u
p,4.04,x,h,o,f,a,c,y,5.89,6.81,,g,o,,,f,f,,g,a
e,4.48,x,t,o,f,p,,n,4.42,11.12,,,e,,,f,f,,d,u
p,1.64,x,y,o,f,a,,y,2.51,4.51,,,y,,,f,f,,m,a
p,2.92,x,t,n,f,s,c,n,5.28,7.77,,,w,,n,t,z,,d,u
p,0.79,f,,o,f,d,,o,4.99,1.1,,,o,,,f,f,w,g,a
e,9.95,f,y,w,f,e,c,w,17.82,12.52,,s,w,,,t,e,,d,a
e,3.24,x,k,n,f,p,,n,4.07,9.26,,,n,,,f,f,,d,a
e,1.56,x,t,y,f,a,,w,5.51,1.92,,t,y,,,f,f,,d,a
p,7.09,f,,y,f,x,c,y,6.15,10.58,,,w,,,f,f,,d,u
e,10.31,o,,n,f,,,w,4.56,24.09,,,n,,,f,f,,d,a
e,1.37,f,w,n,f,,d,g,5.13,2.52,,,w,,,f,f,,d,a
p,3.79,b,w,u,f,a,c,u,5.37,5.97,,s,u,,,f,f,,l,u
p,4.54,x,h,o,f,a,c,n,4.88,6.19,,y,n,,,t,z,,d,w
p,10.55,f,h,r,f,,c,w,11.65,18.02,,,w,u,w,t,g,,d,a
p,13.4,f,,g,f,e,,w,11.18,16.97,,,w,u,w,t,g,,d,a
p,7.79,x,g,n,f,e,,w,6.91,14.5,,y,w,u,w,t,p,,d,a
p,9.94,f,t,n,f,x,c,y,5.88,15.9,,,y,,,f,f,,d,a
p,8.65,f,y,e,f,s,c,y,7.03,16.6,,y,u,,,f,f,,d,a
p,1.11,b,g,w,f,,c,n,5.2,2.46,,,n,,,f,f,,d,s
p,5.29,b,s,e,f,e,,g,6.99,7.39,,,y,,,f,f,,m,a
e,7.84,s,,y,f,a,c,w,6.74,17.67,,,w,,,f,f,,d,a
e,12.83,f,e,n,f,a,c,w,6.89,23.51,s,,w,,,f,f,,d,a
p,3.67,f,s,g,f,d,c,w,3.66,9.03,,,w,,,f,f,,g,u
p,2.66,x,g,e,f,a,,w,7.66,2.59,,,n,,,f,f,,d,a
e,6.75,x,y,n,f,e,c,p,4.61,9.59,,y,n,,,f,f,,d,u
e,14.9,p,s,w,t,e,,g,13.54,18.76,s,,w,,,t,r,,m,u
p,2.82,f,t,y,f,a,,y,4.55,6.09,,t,r,,,f,f,,g,u
e,1.0,b,g,g,f,,,g,2.81,1.39,,,w,,,f,f,,d,a
e,1.19,c,g,n,f,a,,w,4.47,1.22,,,g,,,f,f,,l,a
e,4.54,f,y,g,f,s,,g,5.22,8.2,,,w,,,f,f,,d,u
p,1.12,b,t,y,f,,c,k,4.56,2.53,,,n,,,t,f,,g,u
p,8.79,p,y,n,f,,,k,16.77,18.88,,,w,,,f,f,,d,a
e,3.31,x,,y,f,x,c,g,6.19,4.04,,,w,,,f,f,,d,u
p,12.13,p,,n,f,p,,w,9.31,32.46,c,,n,,,f,f,w,d,u
e,5.57,x,h,n,f,x,c,w,5.22,6.28,,s,n,,,t,r,,d,w
p,6.14,c,k,w,t,x,c,r,5.82,13.01,,,w,,,f,f,,g,s
e,6.59,s,,n,f,d,c,w,4.93,8.28,,s,w,,,f,f,,d,a
p,17.08,x,d,e,f,p,,y,5.38,39.93,,,n,,,f,f,,d,w
p,6.38,f,,n,f,d,c,w,6.17,10.15,b,,n,,,f,f,,l,w
p,3.2,x,s,y,f,,c,y,8.08,6.62,,,y,u,w,t,z,r,d,s
p,8.08,f,t,n,f,x,,w,14.75,8.14,r,g,n,,,f,f,,d,a
e,7.09,s,,n,f,d,c,w,5.48,8.75,,s,w,,,f,f,,l,a
p,14.41,f,h,o,f,e,,w,17.1,16.96,s,y,w,u,w,t,g,,d,a
e,3.32,s,,y,f,f,f,f,6.38,7.27,,,y,,,f,f,,d,a
e,8.72,x,h,y,t,x,c,y,7.74,16.44,,,w,,,f,f,,d,u
e,4.04,x,h,n,f,a,d,y,6.17,5.11,,k,o,,,f,f,,d,w
p,5.14,s,k,y,f,p,,n,3.12,4.35,,k,n,,,t,f,,d,u
e,6.71,f,y,w,f,e,c,n,4.57,10.99,,,w,,w,t,e,,g,u
e,4.6,f,t,n,f,d,,o,6.07,7.97,,t,w,,,f,f,,d,a
p,8.19,f,t,e,f,x,d,w,5.69,17.01,b,,w,,,f,f,,d,a
e,2.94,b,g,w,f,x,d,w,4.5,2.67,,,y,,,f,f,,g,u
p,4.3,x,,p,f,x,,w,5.67,6.62,,,w,,,f,f,,d,a
e,3.49,s,d,g,t,d,c,p,4.41,5.56,,,n,,,f,f,,d,a
e,6.98,x,d,o,f,d,d,o,5.78,12.74,,,w,,,f,f,,g,w
p,1.68,b,g,n,f,,c,n,5.59,2.83,,,n,,,f,f,,d,u
e,4.24,x,t,o,f,p,,n,5.21,10.1,,,n,,,f,f,,d,a
e,7.67,x,y,e,f,,,w,6.3,23.7,b,,n,,w,t,e,,d,w
p,7.37,x,g,n,f,e,,w,8.08,15.43,,y,w,u,w,t,p,,d,a
e,12.99,x,y,y,f,,,w,8.21,27.22,b,,n,,w,t,e,,d,w
p,7.54,x,y,w,t,,,p,8.5,15.13,s,,w,,,t,l,,g,a
e,3.69,x,t,n,f,d,,o,5.75,7.73,,t,w,,,f,f,,d,w
e,17.02,f,y,w,f,,,w,23.12,17.57,s,,n,,,t,m,,m,a
p,9.56,x,y,w,t,,,p,8.67,13.96,s,,w,,,t,l,,g,u
e,7.58,p,,g,f,a,,w,7.22,12.91,,,w,,,f,f,,g,u
p,1.92,f,,w,f,a,c,w,3.35,3.28,,i,u,,,f,f,,d,a
p,7.67,x,i,y,f,a,c,n,7.83,8.81,,i,n,,k,t,z,k,g,u
p,3.2,x,y,y,f,a,,w,5.86,3.68,,y,y,,,t,r,,h,u
e,19.23,x,w,n,f,p,,w,16.4,69.77,,,n,,,f,f,,d,u
p,7.1,o,t,r,f,,c,y,1.88,18.44,,,n,,,f,f,,d,w
p,3.25,f,w,p,f,a,,y,5.3,6.94,,t,r,,,f,f,,d,u
e,5.28,f,w,y,f,f,f,f,4.84,11.84,,,y,,,f,f,,d,a
e,4.44,x,y,n,f,s,,y,4.8,7.71,,,w,,,f,f,,d,a
e,7.26,f,s,n,f,s,c,w,5.58,9.8,b,i,n,,,f,f,,l,a
p,9.16,o,,n,f,f,f,f,3.22,24.5,,g,n,,,f,f,,d,u
p,3.02,c,,w,f,a,c,w,4.11,3.55,,i,u,,,f,f,,d,a
e,0.84,b,g,g,f,,,g,2.82,1.32,,,w,,,f,f,,d,a
p,3.98,b,t,n,f,x,c,p,6.23,4.83,,i,n,,,f,f,,g,u
e,5.61,x,t,n,f,e,,w,12.75,12.53,,s,n,u,w,f,f,,d,a
p,1.55,x,,n,f,,,n,5.73,2.62,,s,n,,,f,f,k,g,a
e,3.73,x,k,n,f,p,,n,4.42,9.97,,,y,,,f,f,,d,a
p,3.9,x,h,n,f,a,c,n,4.45,5.92,,y,o,,,t,z,,d,a
e,3.54,b,g,g,f,a,d,g,5.17,3.89,,s,n,,,f,f,,d,w
e,8.03,x,d,w,f,s,c,w,7.5,31.06,,,w,,,f,f,,m,s
